date,chain,pool_id,apy
2024-01-28 23:02:16.375,arbitrum,d9fa8e14-0447-42,4.70308
2024-01-29 23:01:10.680,arbitrum,d9fa8e14-0447-42,6.20911
2024-01-30 23:02:00.267,arbitrum,d9fa8e14-0447-42,5.18453
2024-01-31 23:01:21.398,arbitrum,d9fa8e14-0447-42,4.94648
2024-02-01 23:01:20.851,arbitrum,d9fa8e14-0447-42,4.93528
2024-02-02 23:01:20.947,arbitrum,d9fa8e14-0447-42,4.51169
2024-02-03 23:00:59.952,arbitrum,d9fa8e14-0447-42,4.59074
2024-02-04 23:01:20.864,arbitrum,d9fa8e14-0447-42,4.71608
2024-02-05 23:01:08.710,arbitrum,d9fa8e14-0447-42,7.01953
2024-02-06 23:01:20.747,arbitrum,d9fa8e14-0447-42,4.48378
2024-02-07 23:01:20.849,arbitrum,d9fa8e14-0447-42,4.96981
2024-02-08 23:01:20.643,arbitrum,d9fa8e14-0447-42,4.61057
2024-02-09 23:00:57.908,arbitrum,d9fa8e14-0447-42,8.40127
2024-02-10 23:01:21.653,arbitrum,d9fa8e14-0447-42,7.4759
2024-02-11 23:01:20.640,arbitrum,d9fa8e14-0447-42,8.60594
2024-02-12 23:01:08.938,arbitrum,d9fa8e14-0447-42,5.25854
2024-02-13 23:01:28.768,arbitrum,d9fa8e14-0447-42,6.30537
2024-02-14 23:01:20.807,arbitrum,d9fa8e14-0447-42,11.91666
2024-02-15 23:01:20.846,arbitrum,d9fa8e14-0447-42,8.99181
2024-02-16 23:00:59.907,arbitrum,d9fa8e14-0447-42,8.22053
2024-02-17 23:01:49.604,arbitrum,d9fa8e14-0447-42,8.79231
2024-02-18 23:02:00.120,arbitrum,d9fa8e14-0447-42,14.22963
2024-02-19 23:01:21.049,arbitrum,d9fa8e14-0447-42,9.17518
2024-02-20 23:01:32.464,arbitrum,d9fa8e14-0447-42,7.3058
2024-02-21 23:12:06.825,arbitrum,d9fa8e14-0447-42,14.87108
2024-02-22 23:01:20.761,arbitrum,d9fa8e14-0447-42,8.39228
2024-02-23 23:01:20.788,arbitrum,d9fa8e14-0447-42,7.4549
2024-02-24 23:01:59.970,arbitrum,d9fa8e14-0447-42,12.13333
2024-02-25 23:01:23.882,arbitrum,d9fa8e14-0447-42,20.31137
2024-02-26 23:02:00.532,arbitrum,d9fa8e14-0447-42,15.45835
2024-02-27 23:01:43.123,arbitrum,d9fa8e14-0447-42,7.50523
2024-02-28 23:01:21.084,arbitrum,d9fa8e14-0447-42,5.1678
2024-02-29 23:01:20.253,arbitrum,d9fa8e14-0447-42,5.11371
2024-03-01 23:01:59.713,arbitrum,d9fa8e14-0447-42,13.05848
2024-03-02 23:01:20.760,arbitrum,d9fa8e14-0447-42,13.76459
2024-03-03 23:01:21.177,arbitrum,d9fa8e14-0447-42,16.42097
2024-03-04 16:01:20.702,arbitrum,d9fa8e14-0447-42,29.34577
2024-03-05 23:01:20.547,arbitrum,d9fa8e14-0447-42,6.49384
2024-03-06 23:01:21.042,arbitrum,d9fa8e14-0447-42,11.20659
2024-03-07 23:02:19.036,arbitrum,d9fa8e14-0447-42,12.77593
2024-03-08 23:01:20.583,arbitrum,d9fa8e14-0447-42,6.79695
2024-03-09 23:01:20.932,arbitrum,d9fa8e14-0447-42,13.98561
2024-03-10 23:01:20.944,arbitrum,d9fa8e14-0447-42,7.09539
2024-03-11 23:01:20.711,arbitrum,d9fa8e14-0447-42,23.23284
2024-03-12 23:01:24.197,arbitrum,d9fa8e14-0447-42,16.92463
2024-03-13 23:02:02.434,arbitrum,d9fa8e14-0447-42,12.86814
2024-03-14 23:01:10.934,arbitrum,d9fa8e14-0447-42,13.3868
2024-03-15 23:01:11.985,arbitrum,d9fa8e14-0447-42,7.39286
2024-03-16 23:01:10.241,arbitrum,d9fa8e14-0447-42,12.40674
2024-03-17 23:01:06.577,arbitrum,d9fa8e14-0447-42,16.41248
2024-03-18 23:01:08.164,arbitrum,d9fa8e14-0447-42,8.97387
2024-03-19 23:01:07.499,arbitrum,d9fa8e14-0447-42,11.62922
2024-03-20 23:01:12.201,arbitrum,d9fa8e14-0447-42,22.28651
2024-03-21 23:01:22.869,arbitrum,d9fa8e14-0447-42,15.39147
2024-03-22 23:01:17.277,arbitrum,d9fa8e14-0447-42,12.33355
2024-03-23 23:01:11.287,arbitrum,d9fa8e14-0447-42,7.64393
2024-03-24 23:01:10.978,arbitrum,d9fa8e14-0447-42,18.80059
2024-03-25 23:01:18.920,arbitrum,d9fa8e14-0447-42,13.26855
2024-03-26 07:01:10.149,arbitrum,d9fa8e14-0447-42,12.92133
2024-03-27 23:01:06.926,arbitrum,d9fa8e14-0447-42,19.11081
2024-03-28 23:01:10.432,arbitrum,d9fa8e14-0447-42,12.75367
2024-03-29 23:01:15.591,arbitrum,d9fa8e14-0447-42,11.16369
2024-03-30 23:01:10.736,arbitrum,d9fa8e14-0447-42,16.54122
2024-03-31 23:01:07.437,arbitrum,d9fa8e14-0447-42,16.76978
2024-04-01 23:01:19.262,arbitrum,d9fa8e14-0447-42,16.76137
2024-04-02 23:01:13.089,arbitrum,d9fa8e14-0447-42,13.12179
2024-04-03 23:01:14.714,arbitrum,d9fa8e14-0447-42,6.72587
2024-04-04 23:01:20.567,arbitrum,d9fa8e14-0447-42,8.80966
2024-04-05 23:01:15.712,arbitrum,d9fa8e14-0447-42,9.22466
2024-04-06 23:01:14.012,arbitrum,d9fa8e14-0447-42,8.04842
2024-04-07 23:01:17.452,arbitrum,d9fa8e14-0447-42,9.13245
2024-04-08 23:01:12.753,arbitrum,d9fa8e14-0447-42,16.36964
2024-04-09 23:01:12.866,arbitrum,d9fa8e14-0447-42,8.67695
2024-04-10 23:01:15.633,arbitrum,d9fa8e14-0447-42,11.3304
2024-04-11 23:01:15.673,arbitrum,d9fa8e14-0447-42,11.13387
2024-04-12 23:01:14.244,arbitrum,d9fa8e14-0447-42,17.57554
2024-04-13 23:01:13.107,arbitrum,d9fa8e14-0447-42,10.62321
2024-04-14 23:01:13.582,arbitrum,d9fa8e14-0447-42,10.28047
2024-04-15 23:01:10.778,arbitrum,d9fa8e14-0447-42,10.35353
2024-04-16 23:33:37.339,arbitrum,d9fa8e14-0447-42,9.35302
2024-04-17 23:01:17.856,arbitrum,d9fa8e14-0447-42,9.32779
2024-04-18 23:17:13.218,arbitrum,d9fa8e14-0447-42,8.81116
2024-04-19 23:01:09.938,arbitrum,d9fa8e14-0447-42,8.3976
2024-04-20 23:01:14.527,arbitrum,d9fa8e14-0447-42,8.51612
2024-04-21 23:01:15.040,arbitrum,d9fa8e14-0447-42,8.39893
2024-04-22 23:01:24.689,arbitrum,d9fa8e14-0447-42,8.88886
2024-04-23 23:01:30.076,arbitrum,d9fa8e14-0447-42,8.76455
2024-04-24 23:01:35.471,arbitrum,d9fa8e14-0447-42,8.39353
2024-04-25 23:01:28.064,arbitrum,d9fa8e14-0447-42,8.37253
2024-04-26 23:01:27.334,arbitrum,d9fa8e14-0447-42,8.50563
2024-04-27 23:01:30.231,arbitrum,d9fa8e14-0447-42,8.45622
2024-04-28 23:01:50.649,arbitrum,d9fa8e14-0447-42,8.28384
2024-04-29 23:01:31.464,arbitrum,d9fa8e14-0447-42,8.13997
2024-04-30 23:01:33.510,arbitrum,d9fa8e14-0447-42,8.07297
2024-05-01 23:01:24.215,arbitrum,d9fa8e14-0447-42,7.72936
2024-05-02 23:01:31.832,arbitrum,d9fa8e14-0447-42,6.81905
2024-05-03 23:01:35.622,arbitrum,d9fa8e14-0447-42,7.43667
2024-05-04 23:01:30.345,arbitrum,d9fa8e14-0447-42,7.54601
2024-05-05 23:01:45.953,arbitrum,d9fa8e14-0447-42,7.56515
2024-05-06 17:01:29.654,arbitrum,d9fa8e14-0447-42,5.87624
2024-05-07 23:01:27.362,arbitrum,d9fa8e14-0447-42,6.17837
2024-05-08 23:01:28.606,arbitrum,d9fa8e14-0447-42,6.36268
2024-05-09 23:01:29.378,arbitrum,d9fa8e14-0447-42,6.22987
2024-05-10 23:01:35.324,arbitrum,d9fa8e14-0447-42,6.07099
2024-05-11 23:03:19.463,arbitrum,d9fa8e14-0447-42,6.20841
2024-05-12 23:01:59.332,arbitrum,d9fa8e14-0447-42,6.158
2024-05-13 23:01:21.947,arbitrum,d9fa8e14-0447-42,6.58798
2024-05-14 23:01:29.495,arbitrum,d9fa8e14-0447-42,6.62671
2024-05-15 23:02:21.688,arbitrum,d9fa8e14-0447-42,6.90774
2024-05-16 23:01:26.736,arbitrum,d9fa8e14-0447-42,6.97085
2024-05-17 23:01:22.366,arbitrum,d9fa8e14-0447-42,7.2658
2024-05-18 23:01:37.609,arbitrum,d9fa8e14-0447-42,8.00272
2024-05-19 23:01:36.178,arbitrum,d9fa8e14-0447-42,14.81283
2024-05-20 23:01:49.000,arbitrum,d9fa8e14-0447-42,8.20489
2024-05-21 23:01:20.059,arbitrum,d9fa8e14-0447-42,18.02599
2024-05-22 23:01:32.269,arbitrum,d9fa8e14-0447-42,20.35072
2024-05-23 23:01:34.678,arbitrum,d9fa8e14-0447-42,15.38894
2024-05-24 23:01:39.784,arbitrum,d9fa8e14-0447-42,11.91423
2024-05-25 23:01:26.703,arbitrum,d9fa8e14-0447-42,11.51546
2024-05-26 23:01:58.521,arbitrum,d9fa8e14-0447-42,14.17683
2024-05-27 23:01:20.465,arbitrum,d9fa8e14-0447-42,13.32108
2024-05-28 23:01:19.821,arbitrum,d9fa8e14-0447-42,11.04641
2024-05-29 23:01:46.895,arbitrum,d9fa8e14-0447-42,11.3243
2024-05-30 23:01:21.991,arbitrum,d9fa8e14-0447-42,12.32845
2024-05-31 23:01:36.859,arbitrum,d9fa8e14-0447-42,8.58388
2024-06-01 23:01:20.784,arbitrum,d9fa8e14-0447-42,10.32088
2024-06-02 23:01:22.840,arbitrum,d9fa8e14-0447-42,10.0264
2024-06-03 23:01:00.726,arbitrum,d9fa8e14-0447-42,11.83159
2024-06-04 23:01:17.676,arbitrum,d9fa8e14-0447-42,11.26295
2024-06-05 23:01:27.264,arbitrum,d9fa8e14-0447-42,13.47111
2024-06-06 23:01:21.390,arbitrum,d9fa8e14-0447-42,14.28597
2024-06-07 23:01:12.334,arbitrum,d9fa8e14-0447-42,10.45755
2024-06-08 23:01:09.360,arbitrum,d9fa8e14-0447-42,9.54907
2024-06-09 23:00:59.891,arbitrum,d9fa8e14-0447-42,8.29102
2024-06-10 23:02:11.390,arbitrum,d9fa8e14-0447-42,7.28453
2024-06-11 23:01:00.618,arbitrum,d9fa8e14-0447-42,7.88722
2024-06-12 23:01:19.543,arbitrum,d9fa8e14-0447-42,7.27775
2024-06-13 23:01:07.485,arbitrum,d9fa8e14-0447-42,7.23027
2024-06-14 23:00:57.123,arbitrum,d9fa8e14-0447-42,7.20414
2024-06-15 23:01:19.634,arbitrum,d9fa8e14-0447-42,7.00017
2024-06-16 23:01:18.682,arbitrum,d9fa8e14-0447-42,7.08069
2024-06-17 23:01:06.872,arbitrum,d9fa8e14-0447-42,7.05243
2024-06-18 23:00:58.384,arbitrum,d9fa8e14-0447-42,7.64835
2024-06-19 23:01:06.333,arbitrum,d9fa8e14-0447-42,7.10065
2024-06-20 23:01:14.144,arbitrum,d9fa8e14-0447-42,7.20924
2024-06-21 23:01:37.156,arbitrum,d9fa8e14-0447-42,4.19227
2024-06-22 23:02:11.146,arbitrum,d9fa8e14-0447-42,4.38325
2024-06-23 23:01:15.899,arbitrum,d9fa8e14-0447-42,4.64066
2024-06-24 23:01:00.479,arbitrum,d9fa8e14-0447-42,4.88254
2024-06-25 23:01:15.036,arbitrum,d9fa8e14-0447-42,4.9445
2024-06-26 23:01:37.015,arbitrum,d9fa8e14-0447-42,5.01765
2024-06-27 23:01:04.022,arbitrum,d9fa8e14-0447-42,5.29494
2024-06-28 23:01:07.187,arbitrum,d9fa8e14-0447-42,5.3504
2024-06-29 23:01:05.582,arbitrum,d9fa8e14-0447-42,5.92709
2024-06-30 23:01:11.926,arbitrum,d9fa8e14-0447-42,6.27186
2024-07-01 23:00:59.686,arbitrum,d9fa8e14-0447-42,6.62814
2024-07-02 23:02:00.746,arbitrum,d9fa8e14-0447-42,6.60951
2024-07-03 23:01:57.510,arbitrum,d9fa8e14-0447-42,6.35627
2024-07-04 23:02:15.639,arbitrum,d9fa8e14-0447-42,6.68053
2024-07-05 23:02:01.013,arbitrum,d9fa8e14-0447-42,6.49132
2024-07-06 23:01:56.347,arbitrum,d9fa8e14-0447-42,6.46487
2024-07-07 23:01:57.643,arbitrum,d9fa8e14-0447-42,6.18393
2024-07-08 23:01:56.839,arbitrum,d9fa8e14-0447-42,6.13794
2024-07-09 23:01:55.937,arbitrum,d9fa8e14-0447-42,6.08405
2024-07-10 23:01:59.205,arbitrum,d9fa8e14-0447-42,6.38775
2024-07-11 23:01:56.951,arbitrum,d9fa8e14-0447-42,6.42263
2024-07-12 23:01:59.724,arbitrum,d9fa8e14-0447-42,6.18206
2024-07-13 23:02:00.676,arbitrum,d9fa8e14-0447-42,6.34707
2024-07-14 23:01:59.456,arbitrum,d9fa8e14-0447-42,6.68774
2024-07-15 23:02:39.168,arbitrum,d9fa8e14-0447-42,7.63067
2024-07-16 23:02:03.129,arbitrum,d9fa8e14-0447-42,7.17832
2024-07-17 23:02:13.381,arbitrum,d9fa8e14-0447-42,7.01148
2024-07-18 23:02:30.450,arbitrum,d9fa8e14-0447-42,6.83958
2024-07-19 23:02:33.043,arbitrum,d9fa8e14-0447-42,6.84925
2024-07-20 23:02:04.847,arbitrum,d9fa8e14-0447-42,6.66217
2024-07-21 23:02:47.387,arbitrum,d9fa8e14-0447-42,6.6884
2024-07-22 23:02:04.995,arbitrum,d9fa8e14-0447-42,6.78961
2024-07-23 23:02:05.297,arbitrum,d9fa8e14-0447-42,7.02907
2024-07-24 23:02:30.644,arbitrum,d9fa8e14-0447-42,6.62303
2024-07-25 23:02:38.721,arbitrum,d9fa8e14-0447-42,6.26573
2024-07-26 23:02:05.839,arbitrum,d9fa8e14-0447-42,6.40211
2024-07-27 23:18:22.735,arbitrum,d9fa8e14-0447-42,6.57472
2024-07-28 23:02:38.484,arbitrum,d9fa8e14-0447-42,6.10332
2024-07-29 23:01:56.852,arbitrum,d9fa8e14-0447-42,6.26399
2024-07-30 23:03:01.214,arbitrum,d9fa8e14-0447-42,6.3298
2024-07-31 23:01:58.304,arbitrum,d9fa8e14-0447-42,6.34584
2024-08-01 23:02:28.780,arbitrum,d9fa8e14-0447-42,6.36714
2024-08-02 23:01:59.249,arbitrum,d9fa8e14-0447-42,6.23495
2024-08-03 23:01:59.323,arbitrum,d9fa8e14-0447-42,5.5559
2024-08-04 23:02:01.476,arbitrum,d9fa8e14-0447-42,4.8383
2024-08-05 23:01:58.765,arbitrum,d9fa8e14-0447-42,2.47647
2024-08-06 23:01:57.505,arbitrum,d9fa8e14-0447-42,2.70248
2024-08-07 23:01:59.460,arbitrum,d9fa8e14-0447-42,2.78324
2024-08-08 23:01:57.749,arbitrum,d9fa8e14-0447-42,3.18791
2024-08-09 23:02:06.113,arbitrum,d9fa8e14-0447-42,3.15545
2024-08-10 23:01:59.180,arbitrum,d9fa8e14-0447-42,3.27013
2024-08-11 23:01:59.505,arbitrum,d9fa8e14-0447-42,3.28723
2024-08-12 23:01:56.049,arbitrum,d9fa8e14-0447-42,3.3316
2024-08-13 23:02:09.124,arbitrum,d9fa8e14-0447-42,3.29208
2024-08-14 23:02:20.164,arbitrum,d9fa8e14-0447-42,3.44968
2024-08-15 23:01:59.652,arbitrum,d9fa8e14-0447-42,3.45624
2024-08-16 23:01:59.517,arbitrum,d9fa8e14-0447-42,3.39175
2024-08-17 23:01:01.048,arbitrum,d9fa8e14-0447-42,3.45833
2024-08-18 23:01:26.817,arbitrum,d9fa8e14-0447-42,3.47362
2024-08-19 23:01:21.589,arbitrum,d9fa8e14-0447-42,3.51294
2024-08-20 23:01:15.117,arbitrum,d9fa8e14-0447-42,3.60517
2024-08-21 23:01:10.577,arbitrum,d9fa8e14-0447-42,3.61231
2024-08-22 23:01:16.083,arbitrum,d9fa8e14-0447-42,3.84314
2024-08-23 23:00:59.158,arbitrum,d9fa8e14-0447-42,4.051
2024-08-24 23:01:12.454,arbitrum,d9fa8e14-0447-42,4.15754
2024-08-25 23:01:11.998,arbitrum,d9fa8e14-0447-42,4.08439
2024-08-26 23:01:09.156,arbitrum,d9fa8e14-0447-42,4.53643
2024-08-27 23:01:02.744,arbitrum,d9fa8e14-0447-42,4.19863
2024-08-28 23:01:00.680,arbitrum,d9fa8e14-0447-42,4.09213
2024-08-29 23:01:05.533,arbitrum,d9fa8e14-0447-42,3.90559
2024-08-30 23:00:58.859,arbitrum,d9fa8e14-0447-42,4.02831
2024-08-31 23:01:04.042,arbitrum,d9fa8e14-0447-42,3.89506
2024-09-01 23:16:54.773,arbitrum,d9fa8e14-0447-42,3.69618
2024-09-02 23:01:17.121,arbitrum,d9fa8e14-0447-42,3.75987
2024-09-03 23:01:05.514,arbitrum,d9fa8e14-0447-42,3.69655
2024-09-04 23:01:26.948,arbitrum,d9fa8e14-0447-42,3.36104
2024-09-05 23:01:08.995,arbitrum,d9fa8e14-0447-42,3.52219
2024-09-06 23:00:58.467,arbitrum,d9fa8e14-0447-42,3.20454
2024-09-07 23:00:59.597,arbitrum,d9fa8e14-0447-42,3.4646
2024-09-08 23:00:58.769,arbitrum,d9fa8e14-0447-42,3.39038
2024-09-09 23:00:58.258,arbitrum,d9fa8e14-0447-42,3.58262
2024-09-10 23:00:57.434,arbitrum,d9fa8e14-0447-42,2.24779
2024-09-11 23:01:08.589,arbitrum,d9fa8e14-0447-42,2.26732
2024-09-12 23:00:57.499,arbitrum,d9fa8e14-0447-42,2.32863
2024-09-13 23:01:17.267,arbitrum,d9fa8e14-0447-42,2.39471
2024-09-14 23:01:25.393,arbitrum,d9fa8e14-0447-42,2.45456
2024-09-15 23:01:13.036,arbitrum,d9fa8e14-0447-42,2.45645
2024-09-16 23:00:58.370,arbitrum,d9fa8e14-0447-42,2.5661
2024-09-17 23:01:09.989,arbitrum,d9fa8e14-0447-42,2.58361
2024-09-18 23:00:59.246,arbitrum,d9fa8e14-0447-42,2.62518
2024-09-19 23:00:59.984,arbitrum,d9fa8e14-0447-42,2.9656
2024-09-20 23:01:01.679,arbitrum,d9fa8e14-0447-42,3.16339
2024-09-21 23:01:07.956,arbitrum,d9fa8e14-0447-42,3.28245
2024-09-22 23:01:23.906,arbitrum,d9fa8e14-0447-42,3.40733
2024-09-23 23:01:00.965,arbitrum,d9fa8e14-0447-42,3.57654
2024-09-24 23:01:24.543,arbitrum,d9fa8e14-0447-42,3.63152
2024-09-25 23:01:08.204,arbitrum,d9fa8e14-0447-42,3.64887
2024-09-26 23:17:09.447,arbitrum,d9fa8e14-0447-42,3.86596
2024-09-27 23:01:04.595,arbitrum,d9fa8e14-0447-42,3.74882
2024-09-28 23:01:04.638,arbitrum,d9fa8e14-0447-42,3.88868
2024-09-29 23:01:18.138,arbitrum,d9fa8e14-0447-42,3.88322
2024-09-30 23:02:01.444,arbitrum,d9fa8e14-0447-42,4.36299
2024-10-01 23:01:33.000,arbitrum,d9fa8e14-0447-42,4.34062
2024-10-02 23:01:09.951,arbitrum,d9fa8e14-0447-42,4.23492
2024-10-03 23:01:09.720,arbitrum,d9fa8e14-0447-42,4.04559
2024-10-04 23:17:12.107,arbitrum,d9fa8e14-0447-42,4.04317
2024-10-05 23:01:37.874,arbitrum,d9fa8e14-0447-42,4.0275
2024-10-06 23:01:00.132,arbitrum,d9fa8e14-0447-42,4.07919
2024-10-07 23:01:08.839,arbitrum,d9fa8e14-0447-42,4.16954
2024-10-08 12:02:21.989,arbitrum,d9fa8e14-0447-42,3.94357
2024-10-09 23:02:08.464,arbitrum,d9fa8e14-0447-42,4.0574
2024-10-10 23:02:09.714,arbitrum,d9fa8e14-0447-42,4.28474
2024-10-11 23:02:06.867,arbitrum,d9fa8e14-0447-42,4.26311
2024-10-12 23:02:04.305,arbitrum,d9fa8e14-0447-42,4.26064
2024-10-13 23:02:01.741,arbitrum,d9fa8e14-0447-42,4.32361
2024-10-14 23:01:55.741,arbitrum,d9fa8e14-0447-42,5.69305
2024-10-15 23:02:03.704,arbitrum,d9fa8e14-0447-42,5.13245
2024-10-16 23:01:56.189,arbitrum,d9fa8e14-0447-42,4.423
2024-10-17 23:02:12.222,arbitrum,d9fa8e14-0447-42,4.41732
2024-10-18 23:02:02.878,arbitrum,d9fa8e14-0447-42,4.43163
2024-10-19 23:02:04.427,arbitrum,d9fa8e14-0447-42,5.60585
2024-10-20 23:02:16.629,arbitrum,d9fa8e14-0447-42,4.87342
2024-10-21 23:02:03.685,arbitrum,d9fa8e14-0447-42,5.22726
2024-10-22 23:01:56.502,arbitrum,d9fa8e14-0447-42,5.2194
2024-10-23 23:01:55.425,arbitrum,d9fa8e14-0447-42,5.53685
2024-10-24 23:01:55.378,arbitrum,d9fa8e14-0447-42,6.71302
2024-10-25 23:03:05.579,arbitrum,d9fa8e14-0447-42,4.36408
2024-10-26 23:01:54.898,arbitrum,d9fa8e14-0447-42,4.67267
2024-10-27 23:01:55.823,arbitrum,d9fa8e14-0447-42,8.78348
2024-10-28 23:02:11.456,arbitrum,d9fa8e14-0447-42,6.01621
2024-10-29 23:02:01.158,arbitrum,d9fa8e14-0447-42,7.11348
2024-10-30 23:02:58.977,arbitrum,d9fa8e14-0447-42,7.43654
2024-10-31 23:01:59.076,arbitrum,d9fa8e14-0447-42,6.35009
2024-11-01 23:01:58.288,arbitrum,d9fa8e14-0447-42,4.75137
2024-11-02 23:02:00.726,arbitrum,d9fa8e14-0447-42,6.01516
2024-11-03 23:01:58.501,arbitrum,d9fa8e14-0447-42,5.14113
2024-11-04 23:01:59.662,arbitrum,d9fa8e14-0447-42,4.44928
2024-11-05 23:01:59.696,arbitrum,d9fa8e14-0447-42,5.86612
2024-11-06 23:02:28.119,arbitrum,d9fa8e14-0447-42,4.3739
2024-11-07 23:01:55.433,arbitrum,d9fa8e14-0447-42,8.03598
2024-11-08 23:01:59.265,arbitrum,d9fa8e14-0447-42,8.2825
2024-11-09 23:02:12.503,arbitrum,d9fa8e14-0447-42,8.45466
2024-11-10 23:01:56.418,arbitrum,d9fa8e14-0447-42,10.01885
2024-11-11 23:01:59.436,arbitrum,d9fa8e14-0447-42,8.36123
2024-11-12 23:01:56.461,arbitrum,d9fa8e14-0447-42,8.36432
2024-11-13 23:01:59.074,arbitrum,d9fa8e14-0447-42,4.91235
2024-11-14 23:01:57.266,arbitrum,d9fa8e14-0447-42,11.52814
2024-11-15 23:01:58.530,arbitrum,d9fa8e14-0447-42,9.09027
2024-11-16 23:01:53.929,arbitrum,d9fa8e14-0447-42,4.42905
2024-11-17 23:02:02.944,arbitrum,d9fa8e14-0447-42,9.28555
2024-11-18 23:01:58.194,arbitrum,d9fa8e14-0447-42,11.47242
2024-11-19 23:02:01.645,arbitrum,d9fa8e14-0447-42,11.28659
2024-11-20 23:02:06.193,arbitrum,d9fa8e14-0447-42,8.89659
2024-11-21 23:01:59.487,arbitrum,d9fa8e14-0447-42,7.01707
2024-11-22 23:01:58.018,arbitrum,d9fa8e14-0447-42,7.89295
2024-11-23 23:01:57.616,arbitrum,d9fa8e14-0447-42,8.17713
2024-11-24 23:01:55.150,arbitrum,d9fa8e14-0447-42,6.07749
2024-11-25 23:01:55.596,arbitrum,d9fa8e14-0447-42,8.31577
2024-11-26 23:01:54.559,arbitrum,d9fa8e14-0447-42,6.66813
2024-11-27 23:01:57.164,arbitrum,d9fa8e14-0447-42,8.96836
2024-11-28 23:01:56.458,arbitrum,d9fa8e14-0447-42,11.25165
2024-11-29 23:02:23.996,arbitrum,d9fa8e14-0447-42,8.7626
2024-11-30 23:01:56.193,arbitrum,d9fa8e14-0447-42,10.09178
2024-12-01 23:01:55.279,arbitrum,d9fa8e14-0447-42,10.73202
2024-12-02 23:01:56.772,arbitrum,d9fa8e14-0447-42,7.87611
2024-12-03 23:01:54.937,arbitrum,d9fa8e14-0447-42,17.23806
2024-12-04 23:01:54.461,arbitrum,d9fa8e14-0447-42,10.13546
2024-12-05 23:01:54.653,arbitrum,d9fa8e14-0447-42,22.8811
2024-12-06 23:01:55.014,arbitrum,d9fa8e14-0447-42,6.95713
2024-12-07 23:01:59.259,arbitrum,d9fa8e14-0447-42,13.34112
2024-12-08 23:01:55.576,arbitrum,d9fa8e14-0447-42,11.44255
2024-12-09 23:01:56.942,arbitrum,d9fa8e14-0447-42,12.09385
2024-12-10 23:01:55.091,arbitrum,d9fa8e14-0447-42,8.29718
2024-12-11 23:01:56.056,arbitrum,d9fa8e14-0447-42,9.10441
2024-12-12 23:01:55.060,arbitrum,d9fa8e14-0447-42,9.15552
2024-12-13 23:02:05.391,arbitrum,d9fa8e14-0447-42,12.88124
2024-12-14 23:01:55.672,arbitrum,d9fa8e14-0447-42,9.495
2024-12-15 23:01:55.914,arbitrum,d9fa8e14-0447-42,13.0776
2024-12-16 23:02:03.993,arbitrum,d9fa8e14-0447-42,10.01331
2024-12-17 23:03:10.299,arbitrum,d9fa8e14-0447-42,10.51138
2024-12-18 23:04:10.431,arbitrum,d9fa8e14-0447-42,11.26944
2024-12-19 11:02:03.210,arbitrum,d9fa8e14-0447-42,9.69125
2024-12-20 23:01:56.063,arbitrum,d9fa8e14-0447-42,7.39047
2024-12-21 23:01:56.954,arbitrum,d9fa8e14-0447-42,7.16835
2024-12-22 23:01:56.409,arbitrum,d9fa8e14-0447-42,7.2697
2024-12-23 23:03:01.388,arbitrum,d9fa8e14-0447-42,6.43419
